maker	LG	cM	pval	p.adj	p.adg_lg
51393	10	1.51194558	0.52488	0.987572231	0.994580632
14827	10	1.904178375	0.04198	0.987572231	0.994580632
13512	10	1.904178475	0.63782	0.987572231	0.994580632
6659	10	1.904178675	0.15548	0.987572231	0.994580632
23112	10	1.904178875	0.16106	0.987572231	0.994580632
8648	10	1.904178975	0.55736	0.987572231	0.994580632
20280	10	1.904179075	0.43352	0.987572231	0.994580632
39527	10	1.904179575	0.44704	0.987572231	0.994580632
38125	10	1.904179675	0.294	0.987572231	0.994580632
21418	10	2.692562842	0.05896	0.987572231	0.994580632
30763	10	2.692563042	0.33152	0.987572231	0.994580632
9868	10	3.216622674	0.15508	0.987572231	0.994580632
13929	10	3.216622774	0.08	0.987572231	0.994580632
9646	10	3.492638015	0.25594	0.987572231	0.994580632
24528	10	6.057216036	0.86332	0.989835673	0.994580632
4637	10	9.184522868	0.57688	0.987572231	0.994580632
24869	10	9.58799574	0.36496	0.987572231	0.994580632
426	10	10.60321626	0.72056	0.989835673	0.994580632
51913	10	10.93195597	0.43034	0.987572231	0.994580632
32787	10	11.27120251	0.61338	0.987572231	0.994580632
43891	10	14.97898003	0.1017	0.987572231	0.994580632
300	10	15.23926265	0.2061	0.987572231	0.994580632
16593	10	17.87091289	0.73662	0.989835673	0.994580632
43813	10	21.1103868	0.81816	0.989835673	0.994580632
49006	10	22.09310918	0.94004	0.9908767	0.994580632
23140	10	26.9005	0.59088	0.987572231	0.994580632
36902	10	30.87416902	0.4335	0.987572231	0.994580632
42895	10	31.91853202	0.33698	0.987572231	0.994580632
5453	10	33.90058726	0.44254	0.987572231	0.994580632
31683	10	34.74928746	0.1464	0.987572231	0.994580632
43619	10	35.03118392	0.2209	0.987572231	0.994580632
11506	10	44.60906835	0.05782	0.987572231	0.994580632
26467	10	50.08208839	0.3015	0.987572231	0.994580632
3723	10	50.34144174	0.1003	0.987572231	0.994580632
32311	10	53.005561	0.42904	0.987572231	0.994580632
27185	10	53.30657496	0.40694	0.987572231	0.994580632
45255	10	53.30657506	0.5573	0.987572231	0.994580632
11418	10	53.66317421	0.30782	0.987572231	0.994580632
12940	10	53.66317431	0.56392	0.987572231	0.994580632
13744	10	54.35427181	0.89516	0.989835673	0.994580632
50823	10	54.35427191	0.13974	0.987572231	0.994580632
51203	10	54.35427201	0.49522	0.987572231	0.994580632
31364	10	54.61302571	0.17562	0.987572231	0.994580632
26333	10	55.41157221	0.90952	0.989835673	0.994580632
51440	10	56.40689022	0.67682	0.989835673	0.994580632
17912	10	57.49101727	0.71054	0.989835673	0.994580632
17089	10	57.84673171	0.14128	0.987572231	0.994580632
15958	10	59.00657138	0.33658	0.987572231	0.994580632
36231	10	59.00657148	0.36658	0.987572231	0.994580632
34904	10	59.53243993	0.98074	0.994696939	0.994580632
3035	10	59.53244003	0.19706	0.987572231	0.994580632
20395	10	59.53244013	0.63544	0.987572231	0.994580632
32679	10	59.53244033	0.35344	0.987572231	0.994580632
50417	10	60.7968999	0.57176	0.987572231	0.994580632
40222	10	62.05842895	0.3909	0.987572231	0.994580632
29792	10	62.05842905	0.58776	0.987572231	0.994580632
44660	10	62.05842915	0.45416	0.987572231	0.994580632
38807	10	62.05842925	0.13182	0.987572231	0.994580632
47322	10	63.21391555	0.66616	0.987572231	0.994580632
16735	10	63.79270573	0.79666	0.989835673	0.994580632
13440	10	63.79270583	0.63154	0.987572231	0.994580632
53270	10	64.31732116	0.24046	0.987572231	0.994580632
25462	10	64.31732126	0.68132	0.989835673	0.994580632
55023	10	64.57259266	0.69702	0.989835673	0.994580632
5243	10	65.62797316	0.18786	0.987572231	0.994580632
9402	10	65.62797326	0.15396	0.987572231	0.994580632
39279	10	65.88837787	0.342	0.987572231	0.994580632
13471	10	65.88837797	0.73276	0.989835673	0.994580632
20332	10	65.88837807	0.60806	0.987572231	0.994580632
37360	10	65.88837817	0.7185	0.989835673	0.994580632
9266	10	66.40013621	0.36488	0.987572231	0.994580632
27653	10	66.40013641	0.96354	0.993325742	0.994580632
4903	10	66.40013651	0.30694	0.987572231	0.994580632
44057	10	67.19504962	0.63374	0.987572231	0.994580632
12524	10	67.19504972	0.93818	0.9908767	0.994580632
51076	10	67.19504982	0.7594	0.989835673	0.994580632
26992	10	67.19505002	0.91862	0.989835673	0.994580632
16249	10	67.19505022	0.34404	0.987572231	0.994580632
24668	10	67.43661709	0.8071	0.989835673	0.994580632
11746	10	67.43661719	0.7609	0.989835673	0.994580632
32127	10	67.43661739	0.97572	0.994473155	0.994580632
35076	10	67.69682405	0.9946	0.997563232	0.99622
6218	10	67.69682415	0.91358	0.989835673	0.994580632
49094	10	67.69682425	0.83444	0.989835673	0.994580632
26179	10	67.69682435	0.866	0.989835673	0.994580632
16827	10	68.66271422	0.00546	0.976486875	0.994580632
53908	10	80.74343423	0.4075	0.987572231	0.994580632
7923	10	89.56881877	0.98168	0.995046228	0.994580632
47388	10	89.85520922	0.9037	0.989835673	0.994580632
12047	10	89.85520932	0.65798	0.987572231	0.994580632
20601	10	90.10046378	0.87846	0.989835673	0.994580632
25982	10	90.66538826	0.2422	0.987572231	0.994580632
7497	10	90.81102173	0.98678	0.995143165	0.994580632
3182	10	91.02400251	0.20664	0.987572231	0.994580632
9106	10	91.55122322	0.75806	0.989835673	0.994580632
22149	10	91.55122332	0.58836	0.987572231	0.994580632
35765	10	91.55122342	0.67386	0.989835673	0.994580632
20222	10	91.55122352	0.50448	0.987572231	0.994580632
35467	10	91.55122372	0.94626	0.991574689	0.994580632
2176	10	91.8115717	0.60042	0.987572231	0.994580632
29096	10	91.8115719	0.697	0.989835673	0.994580632
30040	10	92.33423647	0.70434	0.989835673	0.994580632
18949	10	92.33423667	0.41778	0.987572231	0.994580632
30623	10	92.5951254	0.4578	0.987572231	0.994580632
13858	10	92.5951255	0.58598	0.987572231	0.994580632
54394	10	92.5951256	0.84822	0.989835673	0.994580632
41517	10	92.5951257	0.43966	0.987572231	0.994580632
51795	10	92.5951258	0.93364	0.990136209	0.994580632
31222	10	92.5951259	0.77012	0.989835673	0.994580632
19375	10	92.5951261	0.36014	0.987572231	0.994580632
52872	10	93.1172061	0.7158	0.989835673	0.994580632
42338	10	93.1172062	0.92684	0.990136209	0.994580632
45247	10	93.1172063	0.52224	0.987572231	0.994580632
8585	10	93.1172064	0.98062	0.994696939	0.994580632
49462	10	93.37759757	0.42894	0.987572231	0.994580632
16526	10	93.37759777	0.92716	0.990136209	0.994580632
51168	10	93.37759787	0.45456	0.987572231	0.994580632
15502	10	93.61635418	0.95192	0.993325742	0.994580632
42113	10	93.61635438	0.29318	0.987572231	0.994580632
13546	10	93.85478916	0.8385	0.989835673	0.994580632
18897	10	93.85478946	0.97312	0.99396035	0.994580632
24131	10	93.85478966	0.89858	0.989835673	0.994580632
1085	10	93.85478976	0.86644	0.989835673	0.994580632
42386	10	93.85478996	0.71782	0.989835673	0.994580632
40420	10	94.11474191	0.62894	0.987572231	0.994580632
35247	10	94.11474201	0.10016	0.987572231	0.994580632
23603	10	94.37502757	0.90772	0.989835673	0.994580632
42579	10	94.37502777	0.50154	0.987572231	0.994580632
14329	10	94.37502787	0.9	0.989835673	0.994580632
8157	10	94.37502797	0.63112	0.987572231	0.994580632
40140	10	94.37502807	0.46	0.987572231	0.994580632
21419	10	94.37502817	0.91066	0.989835673	0.994580632
44205	10	94.37502827	0.82148	0.989835673	0.994580632
44797	10	94.37502837	0.72496	0.989835673	0.994580632
53856	10	94.37502857	0.50496	0.987572231	0.994580632
16931	10	94.37502867	0.59062	0.987572231	0.994580632
37141	10	94.63547561	0.72988	0.989835673	0.994580632
47517	10	94.63547581	0.8503	0.989835673	0.994580632
1412	10	94.63547591	0.3486	0.987572231	0.994580632
52703	10	94.63547601	0.74852	0.989835673	0.994580632
47888	10	94.63547611	0.74294	0.989835673	0.994580632
26021	10	94.63547621	0.1621	0.987572231	0.994580632
15995	10	94.63547631	0.91868	0.989835673	0.994580632
4970	10	94.89557676	0.54918	0.987572231	0.994580632
341	10	94.89557686	0.98638	0.995143165	0.994580632
5822	10	94.89557696	0.71726	0.989835673	0.994580632
18953	10	94.89557716	0.9246	0.989987989	0.994580632
18174	10	94.89557726	0.46086	0.987572231	0.994580632
32680	10	94.89557746	0.6927	0.989835673	0.994580632
10353	10	95.13359856	0.75616	0.989835673	0.994580632
30664	10	95.13359866	0.7985	0.989835673	0.994580632
54342	10	95.37163801	0.82264	0.989835673	0.994580632
20525	10	95.37163831	0.52998	0.987572231	0.994580632
20481	10	95.37163841	0.12538	0.987572231	0.994580632
32306	10	95.37163861	0.83904	0.989835673	0.994580632
24655	10	95.63219217	0.67032	0.98846724	0.994580632
9009	10	95.63219227	0.78646	0.989835673	0.994580632
29877	10	95.63219237	0.85448	0.989835673	0.994580632
12885	10	95.63219247	0.6263	0.987572231	0.994580632
39634	10	95.63219257	0.51148	0.987572231	0.994580632
37176	10	95.88739641	0.18412	0.987572231	0.994580632
10821	10	95.89268489	0.93708	0.990746137	0.994580632
49275	10	95.89268499	0.62628	0.987572231	0.994580632
53295	10	96.14334065	0.86128	0.989835673	0.994580632
10932	10	96.64579027	0.739	0.989835673	0.994580632
20920	10	96.89615148	0.99622	0.998313266	0.99622
38274	10	96.89615158	0.4373	0.987572231	0.994580632
11605	10	97.1346129	0.49368	0.987572231	0.994580632
19663	10	97.134613	0.89876	0.989835673	0.994580632
35182	10	97.39571646	0.63244	0.987572231	0.994580632
53134	10	97.63386801	0.84042	0.989835673	0.994580632
39642	10	97.63386811	0.4182	0.987572231	0.994580632
27492	10	97.63386821	0.7737	0.989835673	0.994580632
39228	10	97.63386831	0.58408	0.987572231	0.994580632
48168	10	97.8715868	0.82648	0.989835673	0.994580632
1622	10	97.8715869	0.92616	0.990136209	0.994580632
9541	10	97.87183612	0.63038	0.987572231	0.994580632
22419	10	98.10928905	0.78882	0.989835673	0.994580632
5904	10	98.10928915	0.64008	0.987572231	0.994580632
34972	10	98.10928925	0.40338	0.987572231	0.994580632
42747	10	98.62540116	0.8202	0.989835673	0.994580632
16078	10	98.62540136	0.01138	0.987572231	0.994580632
43845	10	98.62540146	0.3122	0.987572231	0.994580632
4201	10	99.14680337	0.74676	0.989835673	0.994580632
40382	10	99.14680367	0.80206	0.989835673	0.994580632
36661	10	99.14680377	0.75638	0.989835673	0.994580632
27086	10	99.14680387	0.53366	0.987572231	0.994580632
9550	10	99.14680397	0.8255	0.989835673	0.994580632
19659	10	99.38450548	0.18256	0.987572231	0.994580632
15790	10	99.38450558	0.37118	0.987572231	0.994580632
26679	10	99.62220722	0.85774	0.989835673	0.994580632
11292	10	99.62220732	0.53758	0.987572231	0.994580632
46957	10	99.62220742	0.93436	0.990136209	0.994580632
52965	10	99.62220762	0.863	0.989835673	0.994580632
9726	10	99.62220782	0.76606	0.989835673	0.994580632
30661	10	99.62220792	0.2717	0.987572231	0.994580632
3913	10	99.62220802	0.8657	0.989835673	0.994580632
29839	10	100.1461839	0.51722	0.987572231	0.994580632
24165	10	100.146184	0.7671	0.989835673	0.994580632
44112	10	100.666392	0.90222	0.989835673	0.994580632
5874	10	100.6663921	0.80728	0.989835673	0.994580632
19056	10	101.4577202	0.62376	0.987572231	0.994580632
26281	10	101.4577203	0.01814	0.987572231	0.994580632
10279	10	101.4577205	0.334	0.987572231	0.994580632
14719	10	101.4577206	0.69762	0.989835673	0.994580632
49165	10	102.2374176	0.53844	0.987572231	0.994580632
21624	10	102.6173798	0.59842	0.987572231	0.994580632
25682	10	104.1031972	0.96312	0.993325742	0.994580632
19525	10	104.1031973	0.716	0.989835673	0.994580632
43090	10	104.1031974	0.179	0.987572231	0.994580632
1996	10	104.1031975	0.38504	0.987572231	0.994580632
23503	10	104.1031976	0.7054	0.989835673	0.994580632
2058	10	104.7902355	0.74912	0.989835673	0.994580632
19881	10	105.4173781	0.95884	0.993325742	0.994580632
54625	10	105.9233414	0.66316	0.987572231	0.994580632
7541	10	107.0240951	0.93218	0.990136209	0.994580632
23265	10	121.2689119	0.753	0.989835673	0.994580632
48122	10	121.5682267	0.87466	0.989835673	0.994580632
40780	10	123.1520325	0.97486	0.994427338	0.994580632
20096	10	124.3941575	0.98632	0.995143165	0.994580632
46615	10	124.3941576	0.8591	0.989835673	0.994580632
8188	10	126.5488512	0.68662	0.989835673	0.994580632
11440	10	126.5488513	0.97792	0.994582178	0.994580632
2699	10	127.6284011	0.58462	0.987572231	0.994580632
49856	10	127.9321122	0.63908	0.987572231	0.994580632
48970	10	129.2528445	0.6041	0.987572231	0.994580632
18534	10	130.3325732	0.63904	0.987572231	0.994580632
3250	10	130.3325733	0.97706	0.994582178	0.994580632
50338	10	133.1660173	0.6797	0.989835673	0.994580632
43836	10	133.5717292	0.98042	0.994696939	0.994580632
47377	10	135.4790712	0.20766	0.987572231	0.994580632
25502	10	135.8289127	0.87526	0.989835673	0.994580632
12650	10	136.1365707	0.34062	0.987572231	0.994580632
16787	10	136.1365708	0.51666	0.987572231	0.994580632
1426	10	138.3233751	0.266	0.987572231	0.994580632
22935	10	140.1483579	0.7613	0.989835673	0.994580632
45043	10	147.7831646	0.95244	0.993325742	0.994580632
13630	10	158.2566564	0.92074	0.989835673	0.994580632
28008	10	158.2566565	0.86418	0.989835673	0.994580632
49631	10	159.8872738	0.78248	0.989835673	0.994580632
7608	10	159.8872739	0.98294	0.995083462	0.994580632
3335	10	164.2953914	0.88304	0.989835673	0.994580632
54692	10	164.6133598	0.74124	0.989835673	0.994580632
1248	10	165.8475514	0.81894	0.989835673	0.994580632
12409	10	168.4069795	0.60138	0.987572231	0.994580632
29037	10	168.9260808	0.63914	0.987572231	0.994580632
40500	10	168.9260809	0.44928	0.987572231	0.994580632
30627	10	169.1888894	0.87018	0.989835673	0.994580632
3599	10	169.1888895	0.85938	0.989835673	0.994580632
1977	10	169.738395	0.62148	0.987572231	0.994580632
9263	10	170.2589181	0.62186	0.987572231	0.994580632
41932	11	0	0.8884	0.989835673	0.939847774
41414	11	1.050190759	0.69318	0.989835673	0.901162017
30846	11	1.31200138	0.76624	0.989835673	0.912568606
14740	11	1.6158109	0.50062	0.987572231	0.901162017
53317	11	1.916099707	0.33018	0.987572231	0.898176054
51515	11	2.51988134	0.21324	0.987572231	0.855642051
49560	11	2.51988154	0.0805	0.987572231	0.855642051
5592	11	2.782453123	0.16868	0.987572231	0.855642051
34172	11	2.782453223	0.31884	0.987572231	0.898176054
6227	11	2.782453423	0.19312	0.987572231	0.855642051
44899	11	2.782453623	0.5148	0.987572231	0.901162017
26135	11	2.782453723	0.3453	0.987572231	0.898176054
4442	11	2.782453823	0.16224	0.987572231	0.855642051
14371	11	2.782453923	0.37124	0.987572231	0.898176054
39333	11	2.782454423	0.38506	0.987572231	0.898176054
11797	11	3.006529389	0.48992	0.987572231	0.901162017
8785	11	3.333025865	0.19278	0.987572231	0.855642051
54471	11	3.854649271	0.11008	0.987572231	0.855642051
54885	11	6.969436893	0.32454	0.987572231	0.898176054
6592	11	7.398267793	0.11138	0.987572231	0.855642051
57	11	7.398267893	0.21708	0.987572231	0.855642051
24290	11	7.811144535	0.43546	0.987572231	0.898176054
14927	11	7.811144735	0.3273	0.987572231	0.898176054
15489	11	7.811144835	0.18064	0.987572231	0.855642051
11430	11	8.607357534	0.0691	0.987572231	0.855642051
13051	11	8.607357834	0.31372	0.987572231	0.898176054
46092	11	8.607358034	0.07116	0.987572231	0.855642051
3685	11	10.79593591	0.2463	0.987572231	0.898176054
52101	11	10.79593601	0.10736	0.987572231	0.855642051
1238	11	10.79593611	0.09604	0.987572231	0.855642051
13489	11	10.79593621	0.22396	0.987572231	0.855642051
50205	11	10.79593631	0.34224	0.987572231	0.898176054
44736	11	11.85603261	0.14736	0.987572231	0.855642051
32237	11	12.91490944	0.25204	0.987572231	0.898176054
20608	11	12.91490954	0.02288	0.987572231	0.855642051
38178	11	13.17870333	0.0787	0.987572231	0.855642051
47155	11	13.17870343	0.10026	0.987572231	0.855642051
11150	11	14.39637724	0.30144	0.987572231	0.898176054
21200	11	14.7032117	0.15732	0.987572231	0.855642051
21308	11	15.21732449	0.27402	0.987572231	0.898176054
23520	11	16.4953493	0.05322	0.987572231	0.855642051
55715	11	17.3729191	0.58058	0.987572231	0.901162017
39188	11	17.3729192	0.01212	0.987572231	0.855642051
49857	11	17.3729193	0.01784	0.987572231	0.855642051
36390	11	18.60715242	0.15266	0.987572231	0.855642051
42471	11	19.22005525	0.75028	0.989835673	0.911322764
39569	11	20.5979243	0.27688	0.987572231	0.898176054
19536	11	21.65486353	0.89254	0.989835673	0.939847774
50439	11	21.65486363	0.59182	0.987572231	0.901162017
48126	11	22.59315619	0.40364	0.987572231	0.898176054
30424	11	23.27017991	0.48718	0.987572231	0.901162017
46621	11	23.52382257	0.66116	0.987572231	0.901162017
8761	11	23.52382267	0.27804	0.987572231	0.898176054
46424	11	23.76915806	0.34478	0.987572231	0.898176054
5610	11	23.76915816	0.6739	0.989835673	0.901162017
23109	11	23.76915826	0.50236	0.987572231	0.901162017
11528	11	24.78452734	0.35392	0.987572231	0.898176054
33084	11	25.09296401	0.84244	0.989835673	0.931827306
18215	11	25.61889556	0.08916	0.987572231	0.855642051
27187	11	25.8843974	0.19438	0.987572231	0.855642051
10578	11	26.17555183	0.93006	0.990136209	0.958511862
25792	11	26.75794262	0.76768	0.989835673	0.912568606
54411	11	28.16362402	0.11614	0.987572231	0.855642051
53491	11	28.95806984	0.0365	0.987572231	0.855642051
22771	11	28.98188655	0.38028	0.987572231	0.898176054
11845	11	28.98188665	0.33156	0.987572231	0.898176054
12095	11	28.98188695	0.24974	0.987572231	0.898176054
29176	11	28.98188705	0.12238	0.987572231	0.855642051
18448	11	29.76939119	0.7194	0.989835673	0.901162017
24255	11	30.2918631	0.08264	0.987572231	0.855642051
27498	11	30.2918632	0.15932	0.987572231	0.855642051
6676	11	30.55203664	0.76216	0.989835673	0.912568606
55653	11	30.55203674	0.28112	0.987572231	0.898176054
22397	11	30.55203684	0.52798	0.987572231	0.901162017
29412	11	30.55203694	0.0247	0.987572231	0.855642051
45532	11	30.55203704	0.03698	0.987572231	0.855642051
8282	11	30.8133936	0.04116	0.987572231	0.855642051
30121	11	31.07757703	0.05408	0.987572231	0.855642051
38031	11	31.34185049	0.16914	0.987572231	0.855642051
39299	11	31.60760851	0.01802	0.987572231	0.855642051
11671	11	31.60760861	0.15876	0.987572231	0.855642051
50430	11	31.87050049	0.3231	0.987572231	0.898176054
19471	11	32.13171354	0.81086	0.989835673	0.931827306
14895	11	32.13171364	0.29122	0.987572231	0.898176054
17762	11	33.73303345	0.59346	0.987572231	0.901162017
6467	11	33.73303355	0.51298	0.987572231	0.901162017
35155	11	34.26680324	0.14058	0.987572231	0.855642051
45632	11	35.06597956	0.06456	0.987572231	0.855642051
3776	11	35.85971337	0.0836	0.987572231	0.855642051
22137	11	35.85971347	0.2611	0.987572231	0.898176054
37306	11	35.85971357	0.08488	0.987572231	0.855642051
14078	11	36.241252	0.15546	0.987572231	0.855642051
43111	11	37.10077414	0.1853	0.987572231	0.855642051
53825	11	38.09540518	0.12532	0.987572231	0.855642051
37381	11	38.68658414	0.03098	0.987572231	0.855642051
48586	11	42.04534948	0.073	0.987572231	0.855642051
2237	11	44.98883918	0.34184	0.987572231	0.898176054
48898	11	45.86513717	0.23668	0.987572231	0.892792911
52460	11	46.1511738	0.13788	0.987572231	0.855642051
5573	11	46.46886711	0.58678	0.987572231	0.901162017
18320	11	46.73955379	0.10906	0.987572231	0.855642051
12805	11	46.73955389	0.70978	0.989835673	0.901162017
18345	11	47.28096993	0.83382	0.989835673	0.931827306
33307	11	47.28097003	0.81224	0.989835673	0.931827306
38340	11	47.28097013	0.17246	0.987572231	0.855642051
26459	11	47.53487161	0.04472	0.987572231	0.855642051
28826	11	48.53504457	0.5337	0.987572231	0.901162017
34202	11	48.82177066	0.92508	0.990136209	0.957200833
19409	11	48.82177076	0.62788	0.987572231	0.901162017
5895	11	49.41215161	0.6664	0.987572231	0.901162017
20687	11	49.41215171	0.36	0.987572231	0.898176054
53240	11	50.59991497	0.43522	0.987572231	0.898176054
21632	11	50.59991507	0.65634	0.987572231	0.901162017
35169	11	50.89428251	0.404	0.987572231	0.898176054
31367	11	50.89428261	0.20406	0.987572231	0.855642051
34711	11	50.89428271	0.44306	0.987572231	0.898176054
22117	11	50.89428281	0.3189	0.987572231	0.898176054
15855	11	50.89428301	0.55072	0.987572231	0.901162017
31878	11	50.89428311	0.74526	0.989835673	0.911322764
43061	11	51.28448917	0.75108	0.989835673	0.911322764
40969	11	51.67589334	0.65476	0.987572231	0.901162017
4769	11	52.19987362	0.64434	0.987572231	0.901162017
10962	11	52.19987382	0.53984	0.987572231	0.901162017
29944	11	52.19987392	0.14358	0.987572231	0.855642051
44385	11	52.19987402	0.8059	0.989835673	0.931827306
41955	11	53.52141898	0.61114	0.987572231	0.901162017
37568	11	53.52141908	0.2219	0.987572231	0.855642051
28678	11	53.52141918	0.35572	0.987572231	0.898176054
53839	11	53.78249181	0.36286	0.987572231	0.898176054
54412	11	53.78249191	0.40804	0.987572231	0.898176054
5032	11	54.04405308	0.66954	0.988032648	0.901162017
11398	11	54.3070538	0.41386	0.987572231	0.898176054
30047	11	54.3070539	0.18838	0.987572231	0.855642051
42415	11	55.01274614	0.36992	0.987572231	0.898176054
52575	11	55.91897193	0.17028	0.987572231	0.855642051
39532	11	55.91897203	0.51396	0.987572231	0.901162017
36555	11	56.26011997	0.21756	0.987572231	0.855642051
20290	11	56.26012007	0.14558	0.987572231	0.855642051
40288	11	56.95822599	0.7523	0.989835673	0.911322764
985	11	56.95822609	0.81122	0.989835673	0.931827306
49651	11	56.95822619	0.06154	0.987572231	0.855642051
36088	11	56.95822629	0.15884	0.987572231	0.855642051
54377	11	57.48058593	0.06938	0.987572231	0.855642051
8423	11	57.48058623	0.468	0.987572231	0.901162017
47693	11	57.48058633	0.60638	0.987572231	0.901162017
44909	11	57.48058643	0.41922	0.987572231	0.898176054
34589	11	57.48058653	0.38318	0.987572231	0.898176054
18424	11	57.48058673	0.51242	0.987572231	0.901162017
27490	11	57.7385162	0.91482	0.989835673	0.949882787
4743	11	58.00178872	0.53092	0.987572231	0.901162017
22797	11	58.00178892	0.90454	0.989835673	0.945799719
31904	11	58.00178912	0.44198	0.987572231	0.898176054
35729	11	58.52972775	0.68028	0.989835673	0.901162017
18606	11	58.52972785	0.4688	0.987572231	0.901162017
25899	11	58.78760514	0.6221	0.987572231	0.901162017
23970	11	58.78760524	0.9797	0.994696939	0.989663051
28743	11	59.31119399	0.82992	0.989835673	0.931827306
42580	11	59.56970445	0.88978	0.989835673	0.939847774
449	11	59.83109298	0.78712	0.989835673	0.927121581
42516	11	59.83109308	0.61224	0.987572231	0.901162017
5038	11	59.83109328	0.48492	0.987572231	0.901162017
48489	11	59.83109338	0.27684	0.987572231	0.898176054
12091	11	59.83109348	0.4071	0.987572231	0.898176054
29603	11	59.83109368	0.94588	0.991574689	0.96531589
14836	11	60.35487614	0.9118	0.989835673	0.949882787
40690	11	60.35487624	0.89198	0.989835673	0.939847774
29803	11	60.35487634	0.45822	0.987572231	0.901162017
28171	11	60.35487644	0.83232	0.989835673	0.931827306
43260	11	60.88228882	0.7266	0.989835673	0.902195
5710	11	60.88228892	0.21706	0.987572231	0.855642051
4378	11	60.88228912	0.68186	0.989835673	0.901162017
15595	11	60.88228922	0.2035	0.987572231	0.855642051
54284	11	61.41048874	0.76864	0.989835673	0.912568606
34673	11	61.66875463	0.887	0.989835673	0.939847774
32240	11	61.66875473	0.31288	0.987572231	0.898176054
8770	11	61.66875493	0.2173	0.987572231	0.855642051
18919	11	61.66875503	0.2723	0.987572231	0.898176054
7162	11	61.9300669	0.26484	0.987572231	0.898176054
54185	11	61.930067	0.59046	0.987572231	0.901162017
40844	11	61.9300671	0.7759	0.989835673	0.91753254
24061	11	62.33474238	0.03816	0.987572231	0.855642051
199	11	63.55609778	0.40624	0.987572231	0.898176054
42177	11	63.55609788	0.55396	0.987572231	0.901162017
23426	11	64.20304577	0.70376	0.989835673	0.901162017
13366	11	64.20304587	0.3818	0.987572231	0.898176054
37276	11	66.81874719	0.48956	0.987572231	0.901162017
4910	11	67.20411149	0.22016	0.987572231	0.855642051
29912	11	67.46986749	0.668	0.987572231	0.901162017
50011	11	67.55793571	0.94004	0.9908767	0.962652646
52798	11	68.16722386	0.88432	0.989835673	0.939847774
46983	11	68.16722396	0.63412	0.987572231	0.901162017
13997	11	68.49594615	0.59064	0.987572231	0.901162017
46495	11	68.49594625	0.38024	0.987572231	0.898176054
41291	11	68.49594645	0.45134	0.987572231	0.901162017
31009	11	68.49594655	0.16908	0.987572231	0.855642051
40992	11	68.75607788	0.71972	0.989835673	0.901162017
10167	11	68.75607798	0.3766	0.987572231	0.898176054
23801	11	68.75607808	0.5485	0.987572231	0.901162017
52725	11	69.01635065	0.1066	0.987572231	0.855642051
46572	11	69.27795539	0.6581	0.987572231	0.901162017
4618	11	69.27795549	0.71536	0.989835673	0.901162017
8204	11	69.79916989	0.72504	0.989835673	0.902195
52904	11	69.79917009	0.30118	0.987572231	0.898176054
38379	11	69.79917019	0.15122	0.987572231	0.855642051
30533	11	69.79917029	0.7089	0.989835673	0.901162017
9957	11	69.79917039	0.26934	0.987572231	0.898176054
27943	11	69.79917049	0.96308	0.993325742	0.976183129
13595	11	69.79917059	0.0342	0.987572231	0.855642051
48375	11	69.79917069	0.83922	0.989835673	0.931827306
14050	11	69.79917079	0.62304	0.987572231	0.901162017
13706	11	69.79917089	0.44238	0.987572231	0.898176054
42281	11	70.32153978	0.51164	0.987572231	0.901162017
48740	11	70.32153988	0.48034	0.987572231	0.901162017
6734	11	70.32153998	0.7026	0.989835673	0.901162017
15805	11	70.32154008	0.67344	0.989835673	0.901162017
49177	11	70.32154018	0.7642	0.989835673	0.912568606
33018	11	70.58177095	0.44664	0.987572231	0.899315676
3166	11	70.58177105	0.81506	0.989835673	0.931827306
33434	11	70.84201034	0.12968	0.987572231	0.855642051
44063	11	70.84201044	0.49316	0.987572231	0.901162017
11587	11	70.84201054	0.713	0.989835673	0.901162017
40818	11	71.10381904	0.1662	0.987572231	0.855642051
51479	11	71.62634858	0.55256	0.987572231	0.901162017
39561	11	71.62634868	0.36848	0.987572231	0.898176054
877	11	72.15995058	0.67388	0.989835673	0.901162017
48709	11	72.15995068	0.56578	0.987572231	0.901162017
13356	11	72.42119458	0.5751	0.987572231	0.901162017
14203	11	72.42119468	0.8474	0.989835673	0.931827306
18758	11	72.82177279	0.65714	0.987572231	0.901162017
23974	11	73.21563995	0.39496	0.987572231	0.898176054
3233	11	73.48221766	0.58882	0.987572231	0.901162017
54619	11	73.48221776	0.71062	0.989835673	0.901162017
5017	11	73.48221786	0.47082	0.987572231	0.901162017
36860	11	73.73926902	0.82542	0.989835673	0.931827306
4430	11	74.00430947	0.3779	0.987572231	0.898176054
1376	11	74.80909682	0.7409	0.989835673	0.911322764
18478	11	74.80909692	0.43468	0.987572231	0.898176054
25841	11	74.80909702	0.1123	0.987572231	0.855642051
43776	11	75.07397855	0.21778	0.987572231	0.855642051
33818	11	75.07397865	0.98774	0.995143165	0.991065724
26381	11	75.73553464	0.3019	0.987572231	0.898176054
29662	11	75.73553484	0.42158	0.987572231	0.898176054
12706	11	75.73553494	0.69294	0.989835673	0.901162017
11149	11	76.0007103	0.87098	0.989835673	0.939847774
52949	11	76.0007105	0.20156	0.987572231	0.855642051
9375	11	76.0007106	0.4704	0.987572231	0.901162017
34612	11	76.26317327	0.88348	0.989835673	0.939847774
15722	11	76.26317337	0.59194	0.987572231	0.901162017
2370	11	77.03068047	0.8358	0.989835673	0.931827306
