Marker	LG	cM	neg_log.qval.
9266	10	66.40013621	0
27653	10	66.40013641	0
4903	10	66.40013651	0
44057	10	67.19504962	0
12524	10	67.19504972	0
51076	10	67.19504982	0
26992	10	67.19505002	0
16249	10	67.19505022	0
24668	10	67.43661709	0
11746	10	67.43661719	0
32127	10	67.43661739	0
35076	10	67.69682405	0
6218	10	67.69682415	0
49094	10	67.69682425	0
26179	10	67.69682435	0
16827	10	68.66271422	0.674381536
53908	10	80.74343423	0
7923	10	89.56881877	0
47388	10	89.85520922	0
12047	10	89.85520932	0
20601	10	90.10046378	0
25982	10	90.66538826	0
7497	10	90.81102173	0
3182	10	91.02400251	0
9106	10	91.55122322	0
22149	10	91.55122332	0
35765	10	91.55122342	0
20222	10	91.55122352	0
35467	10	91.55122372	0
2176	10	91.8115717	0
29096	10	91.8115719	0
30040	10	92.33423647	0
18949	10	92.33423667	0
30623	10	92.5951254	0
13858	10	92.5951255	0
54394	10	92.5951256	0
41517	10	92.5951257	0
51795	10	92.5951258	0
31222	10	92.5951259	0
19375	10	92.5951261	0
52872	10	93.1172061	0
42338	10	93.1172062	0
45247	10	93.1172063	0
8585	10	93.1172064	0
49462	10	93.37759757	0
16526	10	93.37759777	0
51168	10	93.37759787	0
15502	10	93.61635418	0
42113	10	93.61635438	0
13546	10	93.85478916	0
18897	10	93.85478946	0
24131	10	93.85478966	0
1085	10	93.85478976	0
42386	10	93.85478996	0
40420	10	94.11474191	0
35247	10	94.11474201	0
23603	10	94.37502757	0
42579	10	94.37502777	0
14329	10	94.37502787	0
8157	10	94.37502797	0
40140	10	94.37502807	0
21419	10	94.37502817	0
44205	10	94.37502827	0
44797	10	94.37502837	0
53856	10	94.37502857	0
16931	10	94.37502867	0
37141	10	94.63547561	0
47517	10	94.63547581	0
1412	10	94.63547591	0
52703	10	94.63547601	0
47888	10	94.63547611	0
26021	10	94.63547621	0
15995	10	94.63547631	0
4970	10	94.89557676	0
341	10	94.89557686	0
5822	10	94.89557696	0
18953	10	94.89557716	0
18174	10	94.89557726	0
32680	10	94.89557746	0
10353	10	95.13359856	0
30664	10	95.13359866	0
54342	10	95.37163801	0
20525	10	95.37163831	0
20481	10	95.37163841	0
32306	10	95.37163861	0
24655	10	95.63219217	0
9009	10	95.63219227	0
29877	10	95.63219237	0
12885	10	95.63219247	0
39634	10	95.63219257	0
37176	10	95.88739641	0
10821	10	95.89268489	0
49275	10	95.89268499	0
53295	10	96.14334065	0
10932	10	96.64579027	0
20920	10	96.89615148	0
38274	10	96.89615158	0
11605	10	97.1346129	0
19663	10	97.134613	0
35182	10	97.39571646	0
53134	10	97.63386801	0
39642	10	97.63386811	0
27492	10	97.63386821	0
39228	10	97.63386831	0
48168	10	97.8715868	0
1622	10	97.8715869	0
9541	10	97.87183612	0
22419	10	98.10928905	0
5904	10	98.10928915	0
34972	10	98.10928925	0
42747	10	98.62540116	0
16078	10	98.62540136	0.358933486
43845	10	98.62540146	0
4201	10	99.14680337	0
40382	10	99.14680367	0
36661	10	99.14680377	0
27086	10	99.14680387	0
9550	10	99.14680397	0
19659	10	99.38450548	0
15790	10	99.38450558	0
26679	10	99.62220722	0
11292	10	99.62220732	0
46957	10	99.62220742	0
52965	10	99.62220762	0
9726	10	99.62220782	0
30661	10	99.62220792	0
3913	10	99.62220802	0
29839	10	100.1461839	0
24165	10	100.146184	0
44112	10	100.666392	0
5874	10	100.6663921	0
19056	10	101.4577202	0
26281	10	101.4577203	0.214612493
10279	10	101.4577205	0
14719	10	101.4577206	0
49165	10	102.2374176	0
21624	10	102.6173798	0
25682	10	104.1031972	0
19525	10	104.1031973	0
43090	10	104.1031974	0
1996	10	104.1031975	0
23503	10	104.1031976	0
2058	10	104.7902355	0
19881	10	105.4173781	0
54625	10	105.9233414	0
7541	10	107.0240951	0
23265	10	121.2689119	0
48122	10	121.5682267	0
40780	10	123.1520325	0
20096	10	124.3941575	0
46615	10	124.3941576	0
8188	10	126.5488512	0
11440	10	126.5488513	0
2699	10	127.6284011	0
49856	10	127.9321122	0
48970	10	129.2528445	0
18534	10	130.3325732	0
3250	10	130.3325733	0
50338	10	133.1660173	0
43836	10	133.5717292	0
47377	10	135.4790712	0
25502	10	135.8289127	0
12650	10	136.1365707	0
16787	10	136.1365708	0
1426	10	138.3233751	0
22935	10	140.1483579	0
45043	10	147.7831646	0
13630	10	158.2566564	0
28008	10	158.2566565	0
49631	10	159.8872738	0
7608	10	159.8872739	0
3335	10	164.2953914	0
54692	10	164.6133598	0
1248	10	165.8475514	0
12409	10	168.4069795	0
29037	10	168.9260808	0
40500	10	168.9260809	0
30627	10	169.1888894	0
3599	10	169.1888895	0
1977	10	169.738395	0
9263	10	170.2589181	0
41932	11	0	0
41414	11	1.050190759	0
30846	11	1.31200138	0
14740	11	1.6158109	0
53317	11	1.916099707	0
51515	11	2.51988134	0
49560	11	2.51988154	0
5592	11	2.782453123	0
34172	11	2.782453223	0
6227	11	2.782453423	0
44899	11	2.782453623	0
26135	11	2.782453723	0
4442	11	2.782453823	0
14371	11	2.782453923	0
39333	11	2.782454423	0
11797	11	3.006529389	0
8785	11	3.333025865	0
54471	11	3.854649271	0
54885	11	6.969436893	0
6592	11	7.398267793	0
57	11	7.398267893	0
24290	11	7.811144535	0
14927	11	7.811144735	0
15489	11	7.811144835	0
11430	11	8.607357534	0
13051	11	8.607357834	0
46092	11	8.607358034	0
3685	11	10.79593591	0
52101	11	10.79593601	0
1238	11	10.79593611	0
13489	11	10.79593621	0
50205	11	10.79593631	0
44736	11	11.85603261	0
32237	11	12.91490944	0
20608	11	12.91490954	0.144728599
38178	11	13.17870333	0
47155	11	13.17870343	0
11150	11	14.39637724	0
21200	11	14.7032117	0
21308	11	15.21732449	0
23520	11	16.4953493	0
55715	11	17.3729191	0
39188	11	17.3729192	0.332780208
49857	11	17.3729193	0.220217385
36390	11	18.60715242	0
42471	11	19.22005525	0
39569	11	20.5979243	0
19536	11	21.65486353	0
50439	11	21.65486363	0
48126	11	22.59315619	0
30424	11	23.27017991	0
46621	11	23.52382257	0
8761	11	23.52382267	0
46424	11	23.76915806	0
5610	11	23.76915816	0
23109	11	23.76915826	0
11528	11	24.78452734	0
33084	11	25.09296401	0
18215	11	25.61889556	0
27187	11	25.8843974	0
10578	11	26.17555183	0
25792	11	26.75794262	0
54411	11	28.16362402	0
53491	11	28.95806984	0.041159437
22771	11	28.98188655	0
11845	11	28.98188665	0
12095	11	28.98188695	0
29176	11	28.98188705	0
18448	11	29.76939119	0
24255	11	30.2918631	0
27498	11	30.2918632	0
6676	11	30.55203664	0
55653	11	30.55203674	0
22397	11	30.55203684	0
29412	11	30.55203694	0.134240215
45532	11	30.55203704	0.036861442
8282	11	30.8133936	0.024564294
30121	11	31.07757703	0
38031	11	31.34185049	0
39299	11	31.60760851	0.217356105
11671	11	31.60760861	0
50430	11	31.87050049	0
19471	11	32.13171354	0
14895	11	32.13171364	0
17762	11	33.73303345	0
6467	11	33.73303355	0
35155	11	34.26680324	0
45632	11	35.06597956	0
3776	11	35.85971337	0
22137	11	35.85971347	0
37306	11	35.85971357	0
14078	11	36.241252	0
43111	11	37.10077414	0
53825	11	38.09540518	0
37381	11	38.68658414	0.067872438
48586	11	42.04534948	0
2237	11	44.98883918	0
48898	11	45.86513717	0
52460	11	46.1511738	0
5573	11	46.46886711	0
18320	11	46.73955379	0
12805	11	46.73955389	0
18345	11	47.28096993	0
33307	11	47.28097003	0
38340	11	47.28097013	0
26459	11	47.53487161	0.001239558
28826	11	48.53504457	0
34202	11	48.82177066	0
19409	11	48.82177076	0
5895	11	49.41215161	0
20687	11	49.41215171	0
53240	11	50.59991497	0
21632	11	50.59991507	0
35169	11	50.89428251	0
31367	11	50.89428261	0
34711	11	50.89428271	0
22117	11	50.89428281	0
15855	11	50.89428301	0
31878	11	50.89428311	0
43061	11	51.28448917	0
40969	11	51.67589334	0
4769	11	52.19987362	0
10962	11	52.19987382	0
29944	11	52.19987392	0
44385	11	52.19987402	0
41955	11	53.52141898	0
37568	11	53.52141908	0
28678	11	53.52141918	0
53839	11	53.78249181	0
54412	11	53.78249191	0
5032	11	54.04405308	0
11398	11	54.3070538	0
30047	11	54.3070539	0
42415	11	55.01274614	0
52575	11	55.91897193	0
39532	11	55.91897203	0
36555	11	56.26011997	0
20290	11	56.26012007	0
40288	11	56.95822599	0
985	11	56.95822609	0
49651	11	56.95822619	0
36088	11	56.95822629	0
54377	11	57.48058593	0
8423	11	57.48058623	0
47693	11	57.48058633	0
44909	11	57.48058643	0
34589	11	57.48058653	0
18424	11	57.48058673	0
27490	11	57.7385162	0
4743	11	58.00178872	0
22797	11	58.00178892	0
31904	11	58.00178912	0
35729	11	58.52972775	0
18606	11	58.52972785	0
25899	11	58.78760514	0
23970	11	58.78760524	0
28743	11	59.31119399	0
42580	11	59.56970445	0
449	11	59.83109298	0
42516	11	59.83109308	0
5038	11	59.83109328	0
48489	11	59.83109338	0
12091	11	59.83109348	0
29603	11	59.83109368	0
14836	11	60.35487614	0
40690	11	60.35487624	0
29803	11	60.35487634	0
28171	11	60.35487644	0
43260	11	60.88228882	0
5710	11	60.88228892	0
4378	11	60.88228912	0
15595	11	60.88228922	0
54284	11	61.41048874	0
34673	11	61.66875463	0
32240	11	61.66875473	0
8770	11	61.66875493	0
18919	11	61.66875503	0
7162	11	61.9300669	0
54185	11	61.930067	0
40844	11	61.9300671	0
24061	11	62.33474238	0.035359593
199	11	63.55609778	0
42177	11	63.55609788	0
23426	11	64.20304577	0
13366	11	64.20304587	0
37276	11	66.81874719	0
4910	11	67.20411149	0
29912	11	67.46986749	0
50011	11	67.55793571	0
52798	11	68.16722386	0
46983	11	68.16722396	0
13997	11	68.49594615	0
46495	11	68.49594625	0
41291	11	68.49594645	0
31009	11	68.49594655	0
40992	11	68.75607788	0
10167	11	68.75607798	0
23801	11	68.75607808	0
52725	11	69.01635065	0
46572	11	69.27795539	0
4618	11	69.27795549	0
8204	11	69.79916989	0
52904	11	69.79917009	0
38379	11	69.79917019	0
30533	11	69.79917029	0
9957	11	69.79917039	0
27943	11	69.79917049	0
13595	11	69.79917059	0.048727246
48375	11	69.79917069	0
14050	11	69.79917079	0
13706	11	69.79917089	0
42281	11	70.32153978	0
48740	11	70.32153988	0
6734	11	70.32153998	0
15805	11	70.32154008	0
49177	11	70.32154018	0
33018	11	70.58177095	0
3166	11	70.58177105	0
33434	11	70.84201034	0
44063	11	70.84201044	0
11587	11	70.84201054	0
40818	11	71.10381904	0
51479	11	71.62634858	0
39561	11	71.62634868	0
877	11	72.15995058	0
48709	11	72.15995068	0
13356	11	72.42119458	0
14203	11	72.42119468	0
18758	11	72.8217728	0
23974	11	73.21563995	0
3233	11	73.48221766	0
54619	11	73.48221776	0
5017	11	73.48221786	0
36860	11	73.73926902	0
4430	11	74.00430947	0
1376	11	74.80909682	0
18478	11	74.80909692	0
25841	11	74.80909702	0
43776	11	75.07397855	0
33818	11	75.07397865	0
26381	11	75.73553464	0
29662	11	75.73553484	0
12706	11	75.73553494	0
11149	11	76.0007103	0
52949	11	76.0007105	0
9375	11	76.0007106	0
34612	11	76.26317327	0
15722	11	76.26317337	0
2370	11	77.03068047	0
18745	11	77.03068067	0
34812	11	77.03068077	0
21226	11	77.03068087	0
13411	11	77.03068097	0
54695	11	77.03068107	0
33162	11	77.29084279	0
21859	11	77.29084289	0
48597	11	77.5286847	0
1820	11	77.5286848	0
17036	11	77.5286849	0
31184	11	77.52998494	0
5778	11	77.76639885	0
8068	11	77.76639895	0
5024	11	77.76639905	0
11505	11	77.76639935	0
3697	11	77.76639955	0
35017	11	77.76639975	0
44177	11	78.02688269	0
38133	11	78.02688279	0
31940	11	78.02688309	0
17588	11	78.02688319	0
55013	11	78.28736825	0
15462	11	78.28736835	0
40031	11	78.28736845	0
43470	11	78.28736855	0
25442	11	78.28736865	0
8497	11	78.28736875	0
42544	11	78.28736895	0
21767	11	78.28736925	0
50054	11	78.28736935	0
54078	11	78.60224019	0
14641	11	80.85997983	0
42473	11	81.94869621	0
34986	11	81.94869631	0
48569	11	85.90471834	0
9283	11	87.54611915	0
51973	11	91.16818507	0
35236	11	92.88435959	0
3692	11	117.1673448	0
50735	11	119.1265511	0
715	11	120.7356798	0
19199	11	125.6821213	0
25952	11	130.1994599	0
49878	11	130.19946	0
4023	11	132.5938603	0
27952	11	138.0165987	0
50652	11	138.0165988	0
43980	11	139.8265801	0
26650	11	160.9441241	0
51359	12	0	0
12482	12	1.924077162	0
54971	12	2.382078207	0
51675	12	25.3543568	0
54302	12	26.34260104	0
13188	12	26.70006435	0
45768	12	27.41146589	0
45294	12	27.75315725	0
7905	12	28.13465796	0
25087	12	28.58334165	0
42526	12	29.49482793	0
5729	12	30.71077904	0
53977	12	30.71077914	0
45702	12	30.71077924	0
5551	12	31.5212396	0
20079	12	32.04920305	0
55797	12	32.55970293	0
51298	12	34.28416924	0
24095	12	36.00419565	0
25435	12	36.91038423	0
50843	12	36.91038433	0
23302	12	39.34344194	0
53	12	39.34344204	0
38102	12	39.96065045	0
2608	12	41.24454598	0.144825033
16771	12	41.92666721	0
36945	12	41.92666731	0
46624	12	42.99699432	0
1686	12	43.42799616	0
36324	12	43.68383787	0
32450	12	44.48848937	0
39543	12	44.48848947	0
15322	12	44.48848957	0
10622	12	44.77649029	0
24263	12	46.762509	0
5907	12	47.13702297	0
36987	12	47.73229587	0
36301	12	47.98456039	0
46311	12	49.05868322	0
33817	12	49.57956947	0
29972	12	49.90152893	0
24487	12	50.92142773	0
29660	12	51.18197803	0
54022	12	51.18197813	0
41249	12	51.18197823	0
4981	12	53.00207817	0
21654	12	53.00207827	0
22839	12	53.00207837	0
18256	12	53.39496017	0
8227	12	53.39496027	0
25691	12	54.24727613	0
22598	12	54.603492	0
39113	12	55.67958599	0
45030	12	55.67958609	0
47481	12	57.23495421	0
19200	12	57.23495431	0
36373	12	57.23495441	0
29875	12	58.63456117	0
20068	12	58.63456127	0
46159	12	59.90764371	0.034843806
50653	12	61.2661201	0
25035	12	62.45634929	0
6098	12	62.45634939	0
53870	12	64.44908361	0
23538	12	64.44908371	0.013418359
23267	12	86.66936965	0
21126	12	90.32844871	0
19810	12	90.32844881	0
35205	12	90.52827279	0
7972	12	91.44016463	0
50911	12	91.44016473	0.113978921
5811	12	97.5160626	0
28308	12	97.5160627	0
12424	12	98.24643337	0
12793	12	99.05855334	0
2602	12	100.0341132	0
2345	12	100.3021588	0
46761	12	102.6007696	0
24121	12	102.6007697	0
10380	12	102.6007698	0
20124	12	162.7148955	0
46354	12	162.7148956	0
26581	12	162.7148957	0
42741	12	162.7148958	0
31383	12	162.7148959	0
16608	12	162.975704	0
16767	12	162.9757041	0
31874	12	163.4988168	0
46947	12	163.4988169	0
44171	12	163.498817	0
23775	12	163.4988171	0
8552	12	164.650055	0
31341	12	164.9374825	0
6387	12	164.9374826	0
18298	12	164.9374827	0
55553	12	165.5106281	0
21810	12	165.5106282	0
33989	12	165.7961339	0
30012	12	166.5975307	0
25438	12	167.1734185	0
24220	12	167.1734186	0
20776	13	0	0
14064	13	35.22641208	0
29388	13	35.60562393	0
37489	13	35.60562403	0
37333	13	35.60562413	0
10910	13	35.60562423	0
47848	13	35.60562443	0
16598	13	35.86541078	0
48201	13	35.86541088	0
2276	13	35.86541108	0
37806	13	35.86541118	0
9935	13	35.86541128	0
55725	13	36.38919168	0
31556	13	36.38919188	0
55692	13	36.90773003	0
7373	13	36.90773013	0
21196	13	38.76481723	0
52775	13	39.07346478	0
51810	13	39.41193575	0
3131	13	39.41193585	0
55871	13	40.58104958	0
2487	13	42.63729929	0
2452	13	43.51592699	0
6129	13	45.13681824	0
53202	13	45.67542281	0
7833	13	45.67542291	0
13982	13	49.77335954	0
28034	13	49.77335964	0
35179	13	50.42226723	0
24698	13	60.16789095	0
21018	13	60.41266496	0
54370	13	60.41266506	0
27087	13	60.69484362	0
38019	13	63.99148824	0
20655	13	68.65725001	0
9420	13	69.03710013	0
24747	13	71.58216356	0
9192	13	71.87932664	0
12690	13	71.87932674	0
4684	13	72.14522226	0
33620	13	72.43266481	0
42334	13	73.60729011	0
55705	13	73.60729021	0
18313	13	74.52448327	0
23360	13	76.48788826	0
47960	13	76.48788836	0
12464	13	76.75361524	0
27742	13	76.75361534	0
31533	13	78.36613608	0.023560509
8678	13	78.36613618	0
8277	13	79.72276258	0
34445	13	80.51724749	0
18603	13	80.77597835	0
34629	13	81.57774712	0
27752	13	82.09890742	0
29397	13	82.09890752	0
22214	13	82.09890762	0
1975	13	82.09890772	0
38313	13	82.09890782	0
52510	13	82.09890792	0
28122	13	82.36179026	0
40287	13	82.36179036	0
28903	13	82.88910903	0
45504	13	83.41797753	0
5748	13	83.41797763	0
16785	13	83.41797773	0
25685	13	83.95367042	0
50931	13	84.48951301	0
4362	13	84.48951321	0
19503	13	84.48951331	0
50075	13	85.01266946	0
39958	13	85.80701332	0
52805	13	85.80701342	0
13481	13	86.06474649	0
35201	13	86.06474659	0
3731	13	86.86215015	0
35158	13	86.86215025	0
24369	13	86.86215035	0
29346	13	86.86215045	0
10981	13	88.4556517	0
27042	13	88.4556518	0
574	13	88.4556519	0
51550	13	88.455652	0
21355	13	88.4556522	0
16667	13	88.4556525	0
16149	13	88.4556527	0
47225	13	88.4556528	0
11031	13	88.4556529	0
29290	13	88.455653	0
41642	13	88.4556531	0
9316	13	88.4556532	0
13237	13	88.4556534	0
49854	13	88.4556535	0
49983	13	88.4556536	0
3219	13	88.4556537	0
46630	13	88.4556538	0
19585	13	88.4556539	0
10135	13	88.455654	0
29849	13	88.4556541	0
9354	13	88.4556542	0
37068	13	88.69527303	0
47970	13	88.93430348	0
21828	13	89.17620701	0
7387	13	89.17620711	0
32009	13	89.17620721	0
648	13	89.41212528	0
24988	13	89.41213585	0
8363	13	89.41213595	0
18908	13	89.41213605	0
39424	13	89.41213615	0
28425	13	89.93478586	0
42420	13	90.19868287	0
15527	13	90.19868297	0
32988	13	90.19868317	0
10021	13	90.45889502	0
32919	13	90.98557081	0
32824	13	90.98557091	0
26344	13	90.98557111	0
1233	13	90.98557121	0
54144	13	92.30674807	0
5489	13	92.30674817	0
20336	13	92.30674847	0
8781	13	92.56944304	0
38058	13	92.83130964	0
50016	13	93.09201915	0
3398	13	93.09201935	0
827	13	93.09201945	0
6608	13	93.09201975	0
8144	13	93.09201985	0
2534	13	93.37645128	0
7237	13	94.34970202	0
6143	13	94.34970212	0
51036	13	96.56423102	0
12947	13	97.19783361	0
49666	13	97.68513884	0
38384	13	97.68513894	0
41580	13	97.94606011	0
31403	13	98.29797171	0
23620	13	99.00538451	0
21368	13	99.00538461	0
49676	13	99.40131592	0
20994	13	99.79616595	0
34364	13	99.79616605	0
36188	13	99.79616615	0
33512	13	100.8501494	0
7543	13	100.8501495	0
45901	13	102.7361883	0
9962	13	102.7361884	0
29490	13	102.7361886	0
8839	13	105.7934897	0
9987	13	105.7934898	0
19049	13	106.0907276	0
4315	13	107.6521067	0
4609	13	107.9779652	0
34626	13	107.9779653	0
18538	13	107.9779654	0
52947	13	108.7711204	0
51855	13	108.7711205	0
21120	13	108.7711206	0
18460	13	109.300634	0
18182	13	110.9315487	0
43947	13	111.2015171	0
52001	13	111.7756575	0
21311	13	114.2169965	0
2830	13	114.4995462	0
26452	13	114.8242652	0
3620	13	118.82309	0
48357	13	123.5155037	0
51323	13	123.5155038	0
15691	13	124.6157309	0
43511	13	124.615731	0
694	13	125.1619859	0
3662	13	125.161986	0
27030	13	126.6816666	0
52832	13	127.042602	0
29910	13	127.0426021	0
54758	13	127.8274365	0
47990	13	129.8096515	0
40336	13	129.8096516	0
36679	13	129.8096517	0
49139	13	131.4827598	0
13686	13	132.0285039	0
3994	13	133.662995	0
34785	13	134.1505061	0
20008	13	134.4647608	0
7306	13	135.7912759	0
19197	13	137.5657414	0
29326	13	137.5657416	0
40174	13	137.8342634	0
55464	13	138.1686644	0
11003	13	139.3895744	0
50140	13	139.6952335	0
49104	13	140.0036045	0
54419	13	140.2656114	0
17576	13	140.2656115	0
38684	13	140.2656116	0
44391	13	140.5262806	0
55689	13	140.787659	0
13465	13	140.7876591	0
32287	13	140.7876592	0
3551	13	140.7876593	0
47185	13	141.0483197	0
15344	13	141.3091734	0
5971	13	141.3091736	0
2988	13	141.3091737	0
8563	13	141.3091738	0
16508	13	141.5690254	0
40781	13	141.5690255	0
11878	13	141.5690256	0
20621	13	141.5690257	0
6485	13	141.5690258	0
38097	13	141.5690259	0
53855	13	141.569026	0
37048	13	141.5690261	0
20824	13	141.5690262	0
1186	13	141.5690263	0
53786	13	141.8276855	0
51274	13	142.885865	0
24555	13	143.1465873	0
46353	13	143.4075969	0
16321	13	143.6681369	0
20676	13	143.668137	0
41274	13	143.6681371	0
46299	13	143.9283433	0
3469	13	143.9283434	0
33619	13	143.9283435	0
49391	13	144.7146874	0
3721	13	144.7146876	0
32027	13	144.7146877	0
13652	13	144.7146879	0
46883	13	144.9528371	0
6113	13	145.2135934	0
33816	13	145.2135935	0
49220	13	145.4292125	0
12684	13	145.4292126	0
51213	13	145.6672762	0
20082	13	145.6672763	0
20061	13	145.9285241	0
43273	13	146.189428	0
21814	13	146.1894282	0
157	13	146.1894284	0
17350	13	146.1894286	0
34433	13	146.427075	0
39792	13	146.4270751	0
25742	13	146.4270752	0
45366	13	146.6647789	0
23980	13	146.664779	0
42756	13	146.9249305	0
42567	13	146.9249306	0
30757	13	146.9249307	0
28000	13	147.1843429	0
23906	13	147.5786266	0
799	13	147.9685337	0
47282	13	147.9685338	0
35256	13	147.9685342	0
17957	13	147.9685343	0
48732	13	147.9685344	0
2125	13	147.9685346	0
53943	13	147.9685347	0
10071	13	147.9685348	0
20539	13	147.9685352	0
46477	13	147.9685354	0
44816	13	147.9685355	0
36595	13	147.9685356	0
48895	13	147.9685357	0
8834	13	147.9685358	0
18883	13	147.968536	0
25993	13	147.9685361	0
18787	13	147.9685362	0
20961	13	148.2079826	0
50171	13	148.2079827	0
40759	13	148.5472171	0
14640	13	149.8817314	0
35677	14	1.434793345	0
52311	14	1.815021349	0
17484	14	1.815021449	0
53419	14	2.288333332	0
54103	14	2.674793149	0
4512	14	2.93884176	0
29296	14	2.93884186	0
24505	14	3.461454444	0
27170	14	3.987009605	0
19787	14	3.987009705	0
23524	14	5.059403807	0
17939	14	5.059403907	0
34821	14	5.059404007	0
38243	14	5.059404107	0
164	14	5.059404307	0
47987	14	5.596389452	0
19550	14	7.390253749	0
49745	14	9.138646514	0
28292	14	9.138646714	0
27140	14	9.44020982	0.002184477
39102	14	10.18207726	0
31667	14	11.28353284	0
53458	14	12.69798065	0
16658	14	13.15094198	0
46724	14	13.15094208	0
7809	14	13.41358817	0
769	14	13.41358837	0
51475	14	13.41358847	0
40214	14	13.41358867	0
20925	14	13.41358887	0
45369	14	13.93596075	0
40577	14	13.93596085	0
37422	14	13.93596105	0
8961	14	13.93596115	0
55317	14	13.93596125	0
3819	14	13.93596135	0
22488	14	14.17365574	0.024227686
23759	14	14.17365594	0
32999	14	14.17365604	0
36949	14	14.41132389	0
13026	14	14.41132399	0
5200	14	14.41132409	0
34110	14	14.41132419	0
29551	14	14.41132439	0
43600	14	14.41132459	0
47271	14	14.41132489	0
18990	14	14.41132499	0
33637	14	14.41132509	0
34485	14	14.41132519	0
3080	14	14.41132529	0
16299	14	14.41132539	0
51781	14	14.41132559	0
8193	14	14.41132569	0
15893	14	14.41132589	0
38272	14	14.41132599	0
48459	14	14.4946387	0
30859	14	14.65001927	0
321	14	14.65001937	0
14355	14	14.90253469	0
54657	14	16.54588871	0
50954	14	16.75913472	0
5487	14	16.75913482	0
6101	14	17.01140734	0
55456	14	20.92272438	0
642	14	20.92272448	0
30486	14	20.92272458	0
50068	14	21.98826939	0
16280	14	21.98826949	0
10182	14	24.2902157	0
53095	14	24.69239146	0
51544	14	25.73385156	0
22904	14	27.36843211	0
37109	14	27.36843231	0
7582	14	27.36843241	0
3097	14	27.36843251	0
39541	14	27.88973494	0
47473	14	28.00592231	0
7683	14	35.38770671	0
9224	14	36.31257534	0
36343	14	37.16833118	0
6598	14	38.29021509	0
38018	14	38.55508134	0
46808	14	38.55508144	0
49192	14	39.35159327	0
39089	14	39.59161366	0
2979	14	39.59161376	0
27561	14	42.07027157	0
33695	14	42.07027167	0
36847	14	42.07027177	0
7709	14	42.07027197	0
39553	14	42.59668315	0
39010	14	43.05805737	0
30318	14	43.78911789	0
30768	14	44.45016613	0
10416	14	44.45016623	0
32046	14	44.71080325	0
28539	14	44.97654739	0
20328	14	45.23934306	0
16266	14	46.57302755	0
42342	14	46.57302765	0
32595	14	47.28353966	0
18580	14	47.28353976	0
51299	14	47.64381003	0
46334	14	48.39138367	0
26064	14	48.39138377	0
10753	14	63.89643487	0
35295	14	64.17976988	0
49758	14	65.01318553	0
51726	14	65.01318563	0
40445	14	65.26679532	0
28926	14	65.26679542	0
18014	14	65.53055505	0
31747	14	66.05681124	0
41933	14	66.31436679	0
35905	14	66.31436689	0
27003	14	66.57457259	0
11814	14	66.57457269	0
524	14	66.87589808	0
25789	14	66.87589818	0
25372	14	67.47157535	0
25639	14	68.6860208	0
44446	14	68.6860211	0
38523	14	69.20857056	0
39805	14	69.20857076	0
55206	14	69.73821115	0
4511	14	69.73821135	0
39338	14	70.13281972	0
2773	14	70.52699336	0
41228	14	70.79251193	0
38439	14	70.79251203	0
52438	14	71.86498561	0
20251	14	71.86590188	0
8493	14	72.12910282	0
42853	14	72.66868015	0
2617	14	73.91494054	0
1926	14	73.91494064	0
40748	14	74.27372506	0
45774	14	74.27372516	0
47916	14	74.27372526	0
15975	14	74.27372536	0.163852404
670	14	74.27372546	0
22734	14	74.70931653	0
37733	14	75.5955119	0
29227	14	75.595512	0
23884	14	75.5955121	0
8857	14	75.5955122	0
15602	14	75.5955123	0
46694	14	75.5955125	0.214090525
29345	14	75.5955126	0
36193	14	75.5955127	0
47925	14	75.85564517	0
15236	14	75.85564527	0
10142	14	76.64202006	0
1057	14	76.64202016	0
31453	14	76.64202026	0
48345	14	76.64202036	0
49397	14	76.64202046	0
42502	14	76.90572257	0
55434	14	77.42424631	0
49363	14	77.42424641	0
8202	14	77.68437653	0
26762	14	77.68437683	0
30147	14	79.0177132	0.197334719
47747	14	79.0177133	0
12587	14	79.37284773	0
46890	14	80.08053751	0
34901	14	80.08053761	0
53031	14	80.08053771	0.272326293
23743	14	80.08053781	0
51717	14	80.08053791	0
50243	14	81.41466285	0.530325685
20215	14	81.41466295	0.128718909
28181	14	81.41466305	0.081762045
3694	14	81.94374786	0.620163084
42709	14	82.61503132	0
42062	14	83.28635174	0.023192535
44585	14	83.28635184	1.079195156
53109	14	83.28635194	1.524393102
16731	14	84.0898541	0
43712	14	84.0898542	0
45625	14	85.16434783	0
2859	14	85.42101022	0
54079	14	85.68456942	0
51774	14	85.68456952	0
3409	14	86.21430738	0
12158	14	86.46814833	0
16190	14	87.27099823	0
54707	14	87.41695672	0.040734382
24360	14	87.41695682	0
42732	14	87.55525249	0
51838	14	87.55525259	0
18993	14	88.35162629	0
7024	14	88.60865804	0.001036412
26231	14	88.86880889	0.238831842
13581	14	88.86880899	0
16626	14	88.86880909	0
52960	14	88.86880919	0.496914776
46732	14	88.86880929	0
2148	14	88.86880939	0
12717	14	89.39255666	0
35573	14	89.39255676	0
45025	14	89.69485234	0
51001	14	89.99067597	0
26473	14	89.99067607	0
5114	14	90.98706732	0
12518	14	90.98706742	0
32600	14	91.30862832	0.060576834
46826	14	92.56431799	0
6874	14	93.15220459	0
45577	14	93.3996885	0
48450	14	93.92817664	0
10502	14	93.92817674	0
17880	14	93.92817684	0
36437	14	94.46007898	0
35399	14	94.46007908	0.030080546
