id_hagr,aliases,symbol_hugo,name_common,entrez_id,why,band,location_start,location_end,orientation,unigene,swissprot,acc_promoter,acc_orf,acc_cds,references
111,p44 BTF2 TFIIH BTF2P44 T-BTF2P44,GTF2H2,"general transcription factor IIH, polypeptide 2, 44kDa",2966,downstream,5q12.2-q13,68891824,68924334,1,191356,TF2H2_HUMAN,,NM_001515,NP_001506,"11341993,14550632,10416615","GTF2H2;Bos taurus,T16H12.4;Caenorhabditis elegans,gtf2h2;Danio rerio,Ssl1;Drosophila melanogaster,GTF2H2;Pan troglodytes,SSL1;Saccharomyces cerevisiae"
112,KU80 KUB2 Ku86 NFIV KARP1 KARP-1,XRCC5,X-ray repair complementing defective repair in Chinese hamster cells 5 (double-strand-break rejoining),7520,mammal,2q35,216799637,216896509,1,388739,KU86_HUMAN,,NM_021141,NP_066964,"12377759,10880505,10761921,11348659,9325154,8073286,7957065,11493912,14499502,10805721,14734561,11279128,15175261,15336909,15545322,12202749,10485901,16141234,16099946,17173483,17875923,19079133,19330025,22915554,11152456",
113,,PCNA,proliferating cell nuclear antigen,5111,functional,20pter-p12,5043598,5048647,-1,147433,PCNA_HUMAN,,NM_182649,NP_872590,"11348659,12226657,11268218,10877825,10783165,12425958,9032755,12968183,9778254,15200954,16477310,16939484","PCNA_BOVIN;Bos taurus,pcna;Danio rerio,mus209;Drosophila melanogaster,Pcna;Mus musculus,PCNA;Pan troglodytes,Pcna;Rattus norvegicus,POL30;Saccharomyces cerevisiae"
114,MF1 RAD2 FEN-1,FEN1,flap structure-specific endonuclease 1,2237,downstream,11q12,61316725,61321284,1,409065,FEN1_HUMAN,HS_FEN1,NM_004111,NP_004102,"12554738,11598021,12119409,8131753,11430825,9778254,12453426,11260214,12526788,12024027","FEN1_BOVIN;Bos taurus,crn-1;Caenorhabditis elegans,Fen1;Drosophila melanogaster,Fen1;Mus musculus,FEN1;Pan troglodytes,Fen1;Rattus norvegicus,RAD27;Saccharomyces cerevisiae"
115,APT1 CD95 FAS1 APO-1 FASTM ALPS1A TNFRSF6,FAS,"Fas (TNF receptor superfamily, member 6)",355,putative,10q24.1,90740267,90765521,1,244139,TNR6_HUMAN,,NM_000043,NP_000034,"12368201,15176485,8906799,9360929,9821419,1713127,10090885,12525697,9927496,1372394,12595153,12175478,11965496,10656180,10530791,10329483,9793824,9681877,9476662,9288026,9284813,15013668,15123749,14746617,15004557,16367931","TNR6_BOVIN;Bos taurus,fas;Danio rerio,Fas;Mus musculus,Fas;Rattus norvegicus"
116,TRF2 TRBF2,TERF2,telomeric repeat binding factor 2,7014,functional,16q22.1,67947035,67977374,-1,63335,TERF2_HUMAN,,NM_005652,NP_005643,"10669743,9476899,10338214,11923537,10037601,12181313,12757977,11577237,14712220,10888888,15189140,15200954,15905204,16142233,16287861,20215438,18704191,19375317,18931659","TERF2;Bos taurus,terfa;Danio rerio,Terf2;Mus musculus,TERF2;Pan troglodytes,Terf2;Rattus norvegicus"
117,ML8 KU70 TLAA CTC75 CTCBF G22P1,XRCC6,X-ray repair complementing defective repair in Chinese hamster cells 6,2547,functional,22q13.2-q1,40341853,40384542,1,292493,KU70_HUMAN,HS_G22P1,NM_001469,NP_001460,"12377759,10880505,2466842,9702186,11348659,9325154,11493912,14499502,14734561,11279128,12652308,15023334,15336909,12202749,15205477,16099946,17875923,19330025,11152456","XRCC6;Bos taurus,xrcc6;Danio rerio,Irbp;Drosophila melanogaster,Xrcc6;Mus musculus,Xrcc6;Rattus norvegicus,YKU70;Saccharomyces cerevisiae"
118,CDC2 MDPL POLD CRCS10,POLD1,"polymerase (DNA directed), delta 1, catalytic subunit 125kDa",5424,downstream,19q13.3,55579407,55613082,1,279413,DPOD1_HUMAN,,NM_002691,NP_002682,"11348659,11257107,12429860,3146346,10781066,3335506,12392752,11279038,11027336,9099618,2979851,22915169",
119,BCL2L4,BAX,BCL2-associated X protein,581,"downstream,putative",19q13.3-q1,54149928,54156331,1,631546,BAX_HUMAN,,NM_004324,NP_004315,"9861011,12433363,11226431,9988273,9102310,7569956,8358790,11326099,10656180,12652308,15023334,15489059,15205477,16139996,16337913,16198025,16567372,16288037,16286925,17973971,17360389","BAX_BOVIN;Bos taurus,baxa;Danio rerio,Bax;Mus musculus,BAX;Pan troglodytes,Bax;Rattus norvegicus"
120,RB pRb OSRC pp110 p105-Rb,RB1,retinoblastoma 1,5925,cell,13q14.2,47775911,47954023,1,408528,RB_HUMAN,,NM_000321,NP_000312,"2673543,2673546,2673542,9219514,1321348,6320372,3162593,8885230,2163767,1901652,1641004,8119953,12581156,10557106,8278403,9537419,10594030,9353177,10950866,1689463,1406932,12379853,1830372,1655277,2895499,3823889,9491888,1881452,7736585,12607001,10199402,12757710,9468140,10958660,1710781,2594029,15688064,12486224,12530968,12882406,15716376,11035041,16481476,16892051,17664422,18800172","RB1;Bos taurus,rb1;Danio rerio,Rb1;Mus musculus,RB1;Pan troglodytes,Rb1;Rattus norvegicus"
121,STA EDMD LEMD5,EMD,emerin,2010,functional,Xq28,153128633,153130728,1,522823,EMD_HUMAN,HS_EMD,NM_000117,NP_000108,"7894480,14996929,15688064,16481476,21379331","Q6XZP8_BOV;Bos taurus,Emd;Mus musculus,EMD;Pan troglodytes,Emd;Rattus norvegicus"
122,ASH Grb3-3 MST084 NCKAP2 MSTP084 EGFRBP-GRB2,GRB2,growth factor receptor-bound protein 2,2885,downstream,17q24-q25,70825752,70913384,-1,444356,GRB2_HUMAN,,NM_002086,NP_002077,"7564569,9865697,1322798,8253073,7806216,15295107,12639989","Q3T0F9_BOV;Bos taurus,sem-5;Caenorhabditis elegans,grb2;Danio rerio,drk;Drosophila melanogaster,Grb2;Mus musculus,GRB2;Pan troglodytes,Grb2;Rattus norvegicus,LSB1;Saccharomyces cerevisiae,PIN3;Saccharomyces cerevisiae"
123,FOXO2 AF6q21 FKHRL1 FOXO3A FKHRL1P2,FOXO3,forkhead box O3,2309,"model,human_link",6q21,108988761,109108647,1,220950,FOXO3_HUMAN,,NM_001455,NP_001446,"11884717,15767565,12239572,11154281,11884591,15604409,11242085,8247153,14501182,12882324,12845331,11381260,12763525,19896443,14604822,12855809,12750521,10102273,9353126,11607034,12424797,12801727,9360933,10428762,10783894,14976264,14506287,14980222,11964479,15175753,15295107,15308771,15190176,15383658,15192154,15565107,15895074,15888324,15820683,15905404,16186101,15930121,16288288,14713953,16631584,16631585,16890541,16288037,12908874,9789046,17446436,17254970,21113129,22546858,19196970,18765803,19652361,15084260","FOXO3;Bos taurus,foxo3a;Danio rerio,Foxo3;Mus musculus,Foxo3;Rattus norvegicus,HCM1;Saccharomyces cerevisiae"
124,FKH1 FKHR FOXO1A,FOXO1,forkhead box O1,2308,model,13q14.1,40027816,40138734,-1,370666,FOXO1_HUMAN,,NM_002015,NP_002006,"15767565,12843179,11242085,14501182,12882324,12845331,11381260,12763525,12750521,9353126,11607034,12424797,12801727,9360933,10428762,10783894,14506287,15220471,15295107,14871929,15190176,15192154,15582274,15888324,15905404,15272020,12530968,16186101,16099946,16288288,15546000,16631584,16631585,9789046,18301748,17446436,17254970,20222901,19426753,20519497,21149440,12219087","foxo1a;Danio rerio,foxo1b;Danio rerio,Foxo1;Mus musculus,FOXO1;Pan troglodytes,Foxo1;Rattus norvegicus,HCM1;Saccharomyces cerevisiae"
125,HSTF1,HSF1,heat shock transcription factor 1,3297,model,8q24.3,145486090,145509187,1,530227,HSF1_HUMAN,,NM_005526,NP_005517,"12136014,9363888,12470898,12750521,12814804,11518492,10739655,10545106,10360681,9637782,9147375,9222610,8934873,8856987,7737368,7988669,7798227,14668486,15013664,15970415,11048707,17889646,19229036",
126,XP1 XPAC,XPA,"xeroderma pigmentosum, complementation group A",7507,"functional,putative",9q22.3,97516746,97539194,-1,654364,XPA_HUMAN,,NM_000380,NP_000371,"11950998,9353177,7675086,10877825,8197174,7891694,7675085,8197175,11341993,15692571,16472827,17183314,17173483,17326724,11687625","Q2TBG4_BOV;Bos taurus,xpa-1;Caenorhabditis elegans,Xpac;Drosophila melanogaster,Xpa;Mus musculus,XPA;Pan troglodytes,Xpa;Rattus norvegicus,RAD14;Saccharomyces cerevisiae"
127,PMSR,MSRA,methionine sulfoxide reductase A,4482,"mammal,model",8p23.1,9949235,10323803,1,490981,MSRA_HUMAN,,NM_012331,NP_036463,"11867705,11606777,15680229,11311146,12039877,10501213,15141092,15466429,15680221,8700890,8622914","MSRA_BOVIN;Bos taurus,msra-1;Caenorhabditis elegans,MSRA;Danio rerio,Eip71CD;Drosophila melanogaster,Msra;Mus musculus,MSRA;Pan troglodytes,Msra;Rattus norvegicus,MXR1;Saccharomyces cerevisiae"
128,RECQ4,RECQL4,RecQ protein-like 4,9401,functional,8q24.3,145707621,145713976,-1,31442,RECQ4_HUMAN,,NM_004260,NP_004251,"9117983,12803543,12200042,10678659,10552928,11257107,2366592,10319867,12024027,12915449,22940096,16141230",
129,IPOB MNSOD MVCD6,SOD2,"superoxide dismutase 2, mitochondrial",6648,"mammal,model",6q25.3,160073582,160084614,-1,487046,SODM_HUMAN,HS_SOD2,NM_000636,NP_000627,"12743125,9774481,11514315,12239572,10968795,12815103,14679299,12456885,11226230,7493016,9927656,9462746,12624725,8790408,11382788,15308771,14980699,12072463,7593237,15664623,15621215,12067840,16186101,16129095,15933380,16139868,16288288,16213688,16260109,16298100,16298747,16500693,16518719,16563232,16581216,10425186,16281056,15954861,15059885,17403371,18599449,17641201,17129739,15130751,21108731,19805130,19197346,19633237,9887369,20003469,19652361,21109198,15452146,16687508,19428448","SODM_BOVIN;Bos taurus,sod-2;Caenorhabditis elegans,sod-3;Caenorhabditis elegans,sod2;Danio rerio,Sod2;Drosophila melanogaster,Sod2;Mus musculus,SOD2;Pan troglodytes,Sod2;Rattus norvegicus,SOD2;Saccharomyces cerevisiae"
130,ALS SOD ALS1 IPOA hSod1 homodimer,SOD1,"superoxide dismutase 1, soluble",6647,model,21q22.1,31953805,31963112,1,443914,SODC_HUMAN,HS_SOD1,NM_000454,NP_000445,"8108730,12743125,9620775,8673102,10719757,1383769,12871978,10968795,12815103,12675104,11166032,11114261,8643599,8610185,8209258,8351519,2960971,9228005,8650157,7492966,11382788,14993600,15295107,12072463,7593237,15664623,15897889,10381207,12067840,9858546,16213688,16260109,16298100,16298747,16500693,16518719,16563232,16581216,16636275,16723396,15130751,12060716,7588627","SODC_BOVIN;Bos taurus,sod-1;Caenorhabditis elegans,sod-5;Caenorhabditis elegans,sod1;Danio rerio,Sod;Drosophila melanogaster,Sod1;Mus musculus,SOD1;Saccharomyces cerevisiae"
131,MPP2 TGT3 HFH11 HNF-3 INS-1 MPP-2 PIG29 FKHL16 FOXM1B HFH-11 TRIDENT MPHOSPH2,FOXM1,forkhead box M1,2305,functional,12p13,2837110,2856564,-1,239,FOXM1_HUMAN,,NM_021953,NP_068772,"15767565,11572993,11242085,14647066,14501182,12882324,12845331,11381260,12763525,12750521,9353126,11607034,12482952,10741968,12801727,9360933,10428762,14506287,16631584,16631585,9789046","FOXM1;Bos taurus,foxm1;Danio rerio,Foxm1;Mus musculus,Foxm1;Rattus norvegicus"
132,CAT5 CLK1 CLK-1,COQ7,"coenzyme Q7 homolog, ubiquinone (yeast)",10229,model,16p13.11-p,18986427,18998851,1,157113,COQ7_HUMAN,,NM_016138,NP_057222,"9020081,10501970,11511092,7768437,10202142,16195414,11585841,9789046,18635541,8638122","COQ7_BOVIN;Bos taurus,clk-1;Caenorhabditis elegans,COQ7;Danio rerio,COQ7;Drosophila melanogaster,Coq7;Mus musculus,COQ7;Pan troglodytes,Coq7;Rattus norvegicus,CAT5;Saccharomyces cerevisiae"
133,BI EA2 FHM MHP APCA HPCA MHP1 SCA6 CAV2.1 CACNL1A4,CACNA1A,"calcium channel, voltage-dependent, P/Q type, alpha 1A subunit",773,putative,19p13.2-p1,13179114,13478317,-1,501632,CAC1A_HUMAN,,NM_000068,NP_000059,"14724264,7537420,8929530,8638124,9164815,16339008,8898206","Q95NB9_BOV;Bos taurus,unc-2;Caenorhabditis elegans,Cacna1a;Mus musculus,CCH1;Saccharomyces cerevisiae"
134,DBS GP330,LRP2,low density lipoprotein receptor-related protein 2,4036,downstream,2q24-q31,169810367,170044520,-1,657729,LRP2_HUMAN,,NM_004525,NP_004516,"8710893,8706697","LRP2;Bos taurus,lrp-1;Caenorhabditis elegans,Lrp2;Mus musculus,LRP2;Pan troglodytes,Lrp2;Rattus norvegicus"
135,AIF CMTX4 COWCK PDCD8 COXPD6,AIFM1,"apoptosis-inducing factor, mitochondrion-associated, 1",9131,functional,Xq25-q26,128988871,129025343,-1,424932,AIFM1_HUMAN,,NM_004208,NP_004199,"12114629,12353028,11279485,16139996","AIFM1;Bos taurus,wah-1;Caenorhabditis elegans,pdcd8;Danio rerio,AIF;Drosophila melanogaster,Aifm1;Mus musculus,Aifm1;Rattus norvegicus"
136,NDGOA PARK5 PGP95 PGP9.5 Uch-L1 PGP 9.5,UCHL1,ubiquitin carboxyl-terminal esterase L1 (ubiquitin thiolesterase),7345,putative,4p14,41099856,41111373,1,518731,UCHL1_HUMAN,HS_UCHL1,NM_004181,NP_004172,"9774100,10471497,2530630,3340629,15048890,16923396","UCHL1_BOVI;Bos taurus,ubh-1;Caenorhabditis elegans,ubh-2;Caenorhabditis elegans,ubh-3;Caenorhabditis elegans,uchl1;Danio rerio,Uch;Drosophila melanogaster,Uchl1;Mus musculus,UCHL1;Pan troglodytes,Uchl1;Rattus norvegicus,YUH1;Saccharomyces cerevisiae"
137,AAA AD1 PN2 ABPP APPI CVAP ABETA PN-II CTFgamma,APP,amyloid beta (A4) precursor protein,351,putative,21q21.2,26174732,26465003,-1,434980,A4_HUMAN,HS_APP,NM_000484,NP_000475,"12708616,12150997,10611368,9796810,1302033,1925564,8346443,10959035,9697696,15176485,11528419,15174014,11567612,10206645,8705854,11959919,11901170,12398927,12470843,11520987,16554819,15778722,15339646,7704018,16751189,16641106,16723396,16815330,16914869,16923396,11978814,22120149,22801501,12761548,9114023,16687508","appb;Danio rerio,Appl;Drosophila melanogaster,App;Mus musculus,A4_PANTR;Pan troglodytes,App;Rattus norvegicus"
138,AD2 LPG LDLCQ5,APOE,apolipoprotein E,348,human_link,19q13.2,50100878,50104489,1,654439,APOE_HUMAN,HS_APOE,NM_000041,NP_000032,"8136829,10611368,14724064,14688198,8346443,1411543,3283935,7544347,15365129,14718482,12431986,7583250,15584785,15519757,15477624,15461196,15621215,11173885,10571241,10702411,15919593,16079201,7498401,15013661,18054318,19046569,11726538,21418511,22883908,23990795,10587578","APOE;Bos taurus,apoeb;Danio rerio,Apoe;Mus musculus,APOE;Pan troglodytes,Apoe;Rattus norvegicus"
139,A2MD CPAMD5 FWP007 S863-7,A2M,alpha-2-macroglobulin,2,putative,12p13.3-p1,9111576,9159754,-1,212838,A2MG_HUMAN,,NM_000014,NP_000005,"10959035,7544347,9697696,15036401,9811940","A2MG_BOVIN;Bos taurus,a2ml;Danio rerio,BX663520.1;Danio rerio,CR626907.1;Danio rerio,CR626907.2;Danio rerio,sb:cb37;Danio rerio,si:dkey-46;Danio rerio,zgc:165453;Danio rerio,zgc:171445;Danio rerio,A2m;Mus musculus,A2m;Rattus norvegicus"
140,SR BCSG1,SNCG,"synuclein, gamma (breast cancer-specific protein 1)",6623,upstream,10q23.2-q2,88708392,88712995,1,349470,SYUG_HUMAN,,NM_003087,NP_003078,"10048491,14637093,9700196,9801372,16142440","SYUG_BOVIN;Bos taurus,Sncg;Mus musculus,Sncg;Rattus norvegicus"
141,PAG PAGA PAGB PRX1 PRXI MSP23 NKEFA TDPX2 NKEF-A,PRDX1,peroxiredoxin 1,5052,"functional,putative",1p34.1,45645800,45656702,-1,180909,PRDX1_HUMAN,,NM_181697,NP_859048,"12891360,15295107,15466429,15655364","PRDX1_BOVI;Bos taurus,prdx-2;Caenorhabditis elegans,PRDX1;Danio rerio,Jafrac1;Drosophila melanogaster,Prdx1;Mus musculus,PRDX1;Pan troglodytes,Prdx1;Rattus norvegicus,TSA1;Saccharomyces cerevisiae,TSA2;Saccharomyces cerevisiae"
142,ESA PON MVCD5,PON1,paraoxonase 1,5444,putative,7q21.3,94571638,94598495,-1,370995,PON1_HUMAN,,NM_000446,NP_000437,"14724065,12889841,9739148,9685159,8098250,15050299,15621218,15013661,16799134,19376276","Q2KIW1_BOV;Bos taurus,E01A2.10;Caenorhabditis elegans,E01A2.7;Caenorhabditis elegans,K05F6.11;Caenorhabditis elegans,zgc:112374;Danio rerio,zgc:77556;Danio rerio,zgc:91887;Danio rerio,Pon1;Mus musculus,Q8MJU8_PAN;Pan troglodytes,Pon1;Rattus norvegicus"
143,p65 NFKB3,RELA,v-rel reticuloendotheliosis viral oncogene homolog A (avian),5970,functional,11q13,65178392,65186951,-1,502875,TF65_HUMAN,HS_RELA,NM_021975,NP_068810,"8051093,9989825,10094826,12380689,12020944,11491660,11291593,10978675,9143018,11533489,10485710,10485711,11931769,12470896,10894547,12150997,7603567,9660950,11713531,12391591,10754263,11493922,12424381,16183991,15152190,18599449,22706308,19135889,21738489,23159929,23019125,16723383,23636330,23521863,15685170,15685173,12392794,9011632,12529332","A1XG22_BOV;Bos taurus,Dif;Drosophila melanogaster,Rela;Mus musculus,Rela;Rattus norvegicus"
144,HGF HSF BSF2 IL-6 IFNB2,IL6,"interleukin 6 (interferon, beta 2)",3569,putative,7p21,22540059,22544856,1,654458,IL6_HUMAN,HS_IL6_2,NM_000600,NP_000591,"11640949,12633940,11491660,15176485,11416016,11405390,11213271,10774463,9089567,9080398,8426042,8910279,15036420,15130757,12177370,15621218,16339311,16371324,16611697,16799139,18599449,23159929,15685173,9045866","IL6_BOVIN;Bos taurus,Il6;Mus musculus,IL6;Pan troglodytes,Il6;Rattus norvegicus"
145,RC GNL SMP30,RGN,regucalcin (senescence marker protein-30),9104,putative,Xp11.3,46694225,46708966,1,77854,RGN_HUMAN,,NM_004683,NP_004674,"12368201,10360682,8794449,16500693,16728709,16585534","rgn;Danio rerio,regucalcin;Drosophila melanogaster,smp-30;Drosophila melanogaster,Rgn;Mus musculus,Rgn;Rattus norvegicus,YBR053C;Saccharomyces cerevisiae"
146,ATPO OSCP,ATP5O,"ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit",539,model,21q22.1-q2,34197627,34210028,-1,409140,ATPO_HUMAN,HS_ATP5O,NM_001697,NP_001688,"12471266,9217963,8395521","ATPO_BOVIN;Bos taurus,atp-3;Caenorhabditis elegans,atp5o;Danio rerio,Oscp;Drosophila melanogaster,Atp5o;Mus musculus,ATP5O;Pan troglodytes,Atp5o;Rattus norvegicus,ATP5;Saccharomyces cerevisiae"
147,,RAD52,RAD52 homolog (S. cerevisiae),5893,"cell,functional",12p13-p12.,891503,929109,-1,410355,RAD52_HUMAN,,NM_002879,NP_002870,"10207108,12750383,15122331,22753495","A2VE43_BOV;Bos taurus,rad52;Danio rerio,Rad52;Mus musculus,RAD52;Pan troglodytes,Rad52;Rattus norvegicus,RAD52;Saccharomyces cerevisiae"
148,TOP3B1,TOP3B,topoisomerase (DNA) III beta,8940,"functional,putative",22q11.22,20635957,20661701,-1,436401,TOP3B_HUMAN,,NM_003935,NP_003926,"11331780,11257107,12591952,9786843,14618025,12042765,15466429","Y48C3A.14;Caenorhabditis elegans,Top3beta;Drosophila melanogaster,Top3b;Mus musculus,TOP3B;Pan troglodytes,Top3b;Rattus norvegicus"
149,UV20 COFS4 RAD10,ERCC1,"excision repair cross-complementing rodent repair deficiency, complementation group 1 (includes overlapping antisense sequence)",2067,functional,19q13.2-q1,50608532,50618642,-1,435981,ERCC1_HUMAN,HS_ERCC1,NM_202001,NP_973730,"9197240,8197174,7891694,10320375,8197175,8287470,8275084,12466203,15692571,16472827,17183314,21880916,20221251,19500668","ERCC1_BOVI;Bos taurus,ercc-1;Caenorhabditis elegans,ercc1;Danio rerio,Ercc1;Drosophila melanogaster,Ercc1;Mus musculus,Ercc1;Rattus norvegicus"
150,SIR2L1,SIRT1,sirtuin (silent mating type information regulation 2 homolog) 1 (S. cerevisiae),23411,"mammal,model,cell",10q21.3,69314432,69348147,1,369779,SIRT1_HUMAN,,NM_012238,NP_036370,"15604409,12524341,11242085,10521401,12482959,12459580,12006491,11672523,12960381,14976264,15189148,11672522,14980222,15220471,15175761,15520384,15254550,15744310,15205477,12024027,16054100,16098828,9278054,15941577,16219030,16286010,16257164,16293764,16183991,16079181,15310905,16269335,16288288,16441846,16443777,16366736,16170353,12887892,16207712,16628003,16751189,16873059,16892051,15152190,16288037,16596166,16939484,16756498,17347648,18054318,16940753,18203716,18599449,17877786,17908559,18590691,17446436,17180656,16923962,22546858,22169038,20023410,19229036,18835033,20020036,19299583,19286518,20008932,18550784,19503100,20622856,21187328,18799131,20655472,20631301,20869593,19041753,18662547,18184747,24011076,23473037,23791176,21938067,21651395,17581637,19295512,20668205","sir-2.1;Caenorhabditis elegans,Sir2;Drosophila melanogaster,Sirt1;Mus musculus"
151,HD1 RPD3 GON-10 RPD3L1,HDAC1,histone deacetylase 1,3065,functional,1p34,32426800,32468317,1,88556,HDAC1_HUMAN,HS_HDAC1,NM_004964,NP_004955,"12665570,12459580,10512855,11931769,12429021,9468140,11099047,15520384,18622015,18622014,19424149","HDAC1_BOVI;Bos taurus,hda-1;Caenorhabditis elegans,hdac1;Danio rerio,Rpd3;Drosophila melanogaster,Hdac1;Mus musculus,Hdac1;Rattus norvegicus,RPD3;Saccharomyces cerevisiae"
152,CSA MOT MOT2 GRP75 PBP74 GRP-75 HSPA9B MTHSP75,HSPA9,heat shock 70kDa protein 9 (mortalin),3313,model,5q31.1,137918923,137939014,-1,184233,GRP75_HUMAN,HS_HSPA9B_1,NM_004134,NP_004125,"11959102,12729798,10838077,8250926","GRP75_BOVI;Bos taurus,hsp-6;Caenorhabditis elegans,hspa9;Danio rerio,Hsc70-5;Drosophila melanogaster,Hspa9;Mus musculus,HSPA9;Pan troglodytes,Hspa9;Rattus norvegicus,ECM10;Saccharomyces cerevisiae,SSC1;Saccharomyces cerevisiae"
153,GPXD GSHPX1,GPX1,glutathione peroxidase 1,2876,functional,3p21.3,49369614,49370795,-1,76686,GPX1_HUMAN,HS_GPX1,NM_000581,NP_000572,"12956415,9195979,12742531,14659590,14732290,12815103,10754271,7492966,9712879,11726630,11382788,15184668,8655605,15664625,15664737,16129095,16213688,16260109,16298100,16500693,16563232,16581216,14744974,16286925,15059885,19808019,19428448",
154,,GSR,glutathione reductase,2936,functional,8p21.1,30655976,30704985,-1,271510,GSHR_HUMAN,,NM_000637,NP_000628,"12956415,10506576,12742531,12675104,947404,8655605,15664625,15664737,16260109,16298747,16518719,16244648","E1BKZ1_BOV;Bos taurus,gsr-1;Caenorhabditis elegans,GSR;Danio rerio,Gsr;Mus musculus,GSR;Pan troglodytes,Gsr;Rattus norvegicus,GLR1;Saccharomyces cerevisiae"
155,GSHS,GSS,glutathione synthetase,2937,functional,20q11.2,32979897,33007262,-1,82327,GSHB_HUMAN,HS_GSS,NM_000178,NP_000169,"12956415,12742531,8896573,9215686,15664625,15664737","GSS;Bos taurus,M176.2;Caenorhabditis elegans,gss;Danio rerio,CG32495;Drosophila melanogaster,Gss;Mus musculus,PRNP;Pan troglodytes,Gss;Rattus norvegicus,GSH2;Saccharomyces cerevisiae"
156,GTA4 GSTA4-4,GSTA4,glutathione S-transferase alpha 4,2941,functional,6p12.1,52950709,52968099,-1,485557,GSTA4_HUMAN,,NM_001512,NP_001503,"12956415,12742531,12600725,12470840,15664625,15664737,16164425,16260109","GSTA4_BOVI;Bos taurus,GSTA4;Pan troglodytes"
157,PI DFN7 GST3 GSTP FAEES3,GSTP1,glutathione S-transferase pi 1,2950,functional,11q13,67107861,67110699,1,523836,GSTP1_HUMAN,HS_GSTP1,NM_000852,NP_000843,"12956415,12742531,12646564,12600725,3390613,11553769,9802272,12470840,15664625,15664737,16164425,16260109,11058152",
158,COI MTCO1,MT-CO1,mitochondrially encoded cytochrome c oxidase I,4512,"cell,functional",mtDNA,5901,7518,0,,COX1_HUMAN,,NM_173704,NP_776052,"12826641,10330149,8395521,1634041,9114023","Q6QTG9_BOV;Bos taurus,MTCE.26;Caenorhabditis elegans,mt-co1;Danio rerio,mt:CoI;Drosophila melanogaster,mt-Co1;Mus musculus,COX1_RAT;Rattus norvegicus,COX1;Saccharomyces cerevisiae"
159,HLD4 CPN60 GROEL HSP60 HSP65 SPG13 HSP-60 HuCHA60,HSPD1,heat shock 60kDa protein 1 (chaperonin),3329,functional,2q33.1,198176815,198190146,-1,595053,CH60_HUMAN,HS_HSPD1,NM_002156,NP_002147,"11518492,2645524,11226747,16139996,16518701,11898127","F1MUZ9_BOV;Bos taurus,hsp-60;Caenorhabditis elegans,hspd1;Danio rerio,Hsp60;Drosophila melanogaster,Hsp60C;Drosophila melanogaster,Hspd1;Mus musculus,Hspd1;Rattus norvegicus,HSP60;Saccharomyces cerevisiae"
160,HSP72 HSPA1 HSP70I HSP70-1 HSP70-1A,HSPA1A,heat shock 70kDa protein 1A,3303,"functional,putative",6p21.3,31891315,31893698,1,520028,HSP71_HUMAN,HS_HSPA1A,NM_005345,NP_005336,"9363888,12470898,12814804,11518492,10360681,9637782,8934873,7737368,7988669,15176485,11226747,11448943,10205060,12677068,7977810,12470839,12115981,11382788,8473688,1491731,15078873,15063109,9821948,15013664,15308771,15695762,15970415,16139996,16254069,16518701,19072255,18223156,16723383,7706448","HS71A_BOVI;Bos taurus,hsp-1;Caenorhabditis elegans,hsp70;Danio rerio,hsp70.3;Danio rerio,si:ch211-1;Danio rerio,si:ch73-46;Danio rerio,Hspa1a;Mus musculus,Hspa1a;Rattus norvegicus,SSA1;Saccharomyces cerevisiae,SSA2;Saccharomyces cerevisiae,SSA3;Saccharomyces cerevisiae,SSA4;Saccharomyces cerevisiae"
161,HSP70-2 HSP70-1B,HSPA1B,heat shock 70kDa protein 1B,3304,"functional,putative",6p21.3,31903502,31906010,1,274402,HSP71_HUMAN,,NM_005346,NP_005337,"9363888,12470898,12814804,11518492",
162,PIMT,PCMT1,protein-L-isoaspartate (D-aspartate) O-methyltransferase,5110,"functional,putative",6q24-q25,150163078,150224670,1,279257,PIMT_HUMAN,,NM_005389,NP_005380,"11742076,10496068,10400700,11279164,15219714","PIMT_BOVIN;Bos taurus,pcm-1;Caenorhabditis elegans,pcmt;Danio rerio,Pcmt;Drosophila melanogaster,PCMT1;Pan troglodytes"
163,JNK JNK1 PRKM8 SAPK1 JNK-46 JNK1A2 SAPK1c JNK21B1/2,MAPK8,mitogen-activated protein kinase 8,5599,model,10q11.22,49279692,49313189,1,138211,MK08_HUMAN,,NM_139049,NP_620637,"15767565,14602080,11931768,11705637,12646564,9851932,10811224,12161751,8137421,12447443,8654373,11713531,8631968,11557281,10230788,12213555,10647963,7601337,9821948,15820683,12639989,10559486,14665690,15130668,11978814,21873205,23277187,18223156,14566971","MAPK8;Bos taurus,jnk-1;Caenorhabditis elegans,mapk8b;Danio rerio,bsk;Drosophila melanogaster,Mapk8;Mus musculus,MAPK8;Pan troglodytes"
164,YWHAD KCIP-1 14-3-3-zeta,YWHAZ,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide",7534,downstream,8q23.1,102000089,102033447,-1,492407,1433Z_HUMAN,,NM_145690,NP_663723,"9312143,9428519,15492215","1433Z_BOVI;Bos taurus,ftt-2;Caenorhabditis elegans,par-5;Caenorhabditis elegans,14-3-3zeta;Drosophila melanogaster,Ywhaz;Mus musculus,1433Z_RAT;Rattus norvegicus"
